district,crop_name,season_type,season_year,target_hectares,committed_hectares,source
Trincomalee,Tomato,Maha,2023,71.9,85.5,synthetic_proxy
Vavuniya,Tomato,Maha,2023,79.6,69.4,synthetic_proxy
Ampara,Tomato,Yala,2023,203.3,202.0,synthetic_proxy
Anuradhapura,Tomato,Yala,2023,188.5,214.2,synthetic_proxy
Badulla,Tomato,Yala,2023,479.3,552.0,synthetic_proxy
Batticaloa,Tomato,Yala,2023,89.6,74.3,synthetic_proxy
Colombo,Tomato,Yala,2023,445.9,429.2,synthetic_proxy
Galle,Tomato,Yala,2023,106.2,123.5,synthetic_proxy
Gampaha,Tomato,Yala,2023,178.5,189.4,synthetic_proxy
Hambantota,Tomato,Yala,2023,359.0,367.4,synthetic_proxy
Jaffna,Tomato,Yala,2023,145.5,141.7,synthetic_proxy
Kalutara,Tomato,Yala,2023,106.8,101.8,synthetic_proxy
Kandy,Tomato,Yala,2023,224.1,231.9,synthetic_proxy
Kegalle,Tomato,Yala,2023,115.3,111.9,synthetic_proxy
Kilinochchi,Tomato,Yala,2023,84.0,83.5,synthetic_proxy
Kurunegala,Tomato,Yala,2023,402.4,406.2,synthetic_proxy
Mannar,Tomato,Yala,2023,100.6,92.4,synthetic_proxy
Matale,Tomato,Yala,2023,265.5,282.5,synthetic_proxy
Matara,Tomato,Yala,2023,190.2,256.7,synthetic_proxy
Monaragala,Tomato,Yala,2023,183.4,144.3,synthetic_proxy
Mullaitivu,Tomato,Yala,2023,84.7,88.0,synthetic_proxy
Nuwara Eliya,Tomato,Yala,2023,305.7,277.8,synthetic_proxy
Polonnaruwa,Tomato,Yala,2023,103.5,110.7,synthetic_proxy
Puttalam,Tomato,Yala,2023,147.6,148.5,synthetic_proxy
Ratnapura,Tomato,Yala,2023,281.1,306.8,synthetic_proxy
Trincomalee,Tomato,Yala,2023,86.7,98.9,synthetic_proxy
Vavuniya,Tomato,Yala,2023,96.0,98.2,synthetic_proxy
Ampara,Tomato,Maha,2024,138.3,157.1,synthetic_proxy
Anuradhapura,Tomato,Maha,2024,128.2,92.2,synthetic_proxy
Badulla,Tomato,Maha,2024,326.0,388.2,synthetic_proxy
Batticaloa,Tomato,Maha,2024,61.0,63.7,synthetic_proxy
Colombo,Tomato,Maha,2024,303.3,342.5,synthetic_proxy
Galle,Tomato,Maha,2024,72.3,61.7,synthetic_proxy
Gampaha,Tomato,Maha,2024,121.4,109.3,synthetic_proxy
Hambantota,Tomato,Maha,2024,244.2,248.5,synthetic_proxy
Jaffna,Tomato,Maha,2024,98.9,98.7,synthetic_proxy
Kalutara,Tomato,Maha,2024,72.6,75.1,synthetic_proxy
Kandy,Tomato,Maha,2024,152.5,172.3,synthetic_proxy
Kegalle,Tomato,Maha,2024,78.5,61.8,synthetic_proxy
Kilinochchi,Tomato,Maha,2024,57.1,63.8,synthetic_proxy
Kurunegala,Tomato,Maha,2024,273.7,274.0,synthetic_proxy
Mannar,Tomato,Maha,2024,68.4,66.7,synthetic_proxy
Matale,Tomato,Maha,2024,180.6,148.7,synthetic_proxy
Matara,Tomato,Maha,2024,129.4,137.2,synthetic_proxy
Monaragala,Tomato,Maha,2024,124.8,88.6,synthetic_proxy
Mullaitivu,Tomato,Maha,2024,57.6,62.1,synthetic_proxy
Nuwara Eliya,Tomato,Maha,2024,207.9,170.7,synthetic_proxy
Polonnaruwa,Tomato,Maha,2024,70.4,70.8,synthetic_proxy
Puttalam,Tomato,Maha,2024,100.4,99.0,synthetic_proxy
Ratnapura,Tomato,Maha,2024,191.2,218.0,synthetic_proxy
Trincomalee,Tomato,Maha,2024,59.0,57.7,synthetic_proxy
Vavuniya,Tomato,Maha,2024,65.3,59.9,synthetic_proxy
Ampara,Tomato,Yala,2024,152.4,143.2,synthetic_proxy
Anuradhapura,Tomato,Yala,2024,141.4,163.0,synthetic_proxy
Badulla,Tomato,Yala,2024,359.4,382.5,synthetic_proxy
Batticaloa,Tomato,Yala,2024,67.2,64.1,synthetic_proxy
Colombo,Tomato,Yala,2024,334.3,324.8,synthetic_proxy
Galle,Tomato,Yala,2024,79.6,64.7,synthetic_proxy
Gampaha,Tomato,Yala,2024,133.8,140.1,synthetic_proxy
Hambantota,Tomato,Yala,2024,269.2,212.3,synthetic_proxy
Jaffna,Tomato,Yala,2024,109.1,118.9,synthetic_proxy
Kalutara,Tomato,Yala,2024,80.1,81.3,synthetic_proxy
Kandy,Tomato,Yala,2024,168.0,216.2,synthetic_proxy
Kegalle,Tomato,Yala,2024,86.5,75.1,synthetic_proxy
Kilinochchi,Tomato,Yala,2024,62.9,62.2,synthetic_proxy
Kurunegala,Tomato,Yala,2024,301.7,366.9,synthetic_proxy
Mannar,Tomato,Yala,2024,75.4,86.2,synthetic_proxy
Matale,Tomato,Yala,2024,199.1,182.5,synthetic_proxy
Matara,Tomato,Yala,2024,142.6,146.4,synthetic_proxy
Monaragala,Tomato,Yala,2024,137.5,137.6,synthetic_proxy
Mullaitivu,Tomato,Yala,2024,63.5,65.6,synthetic_proxy
Nuwara Eliya,Tomato,Yala,2024,229.2,210.0,synthetic_proxy
Polonnaruwa,Tomato,Yala,2024,77.6,76.8,synthetic_proxy
Puttalam,Tomato,Yala,2024,110.7,89.5,synthetic_proxy
Ratnapura,Tomato,Yala,2024,210.7,214.2,synthetic_proxy
Trincomalee,Tomato,Yala,2024,65.0,68.5,synthetic_proxy
Vavuniya,Tomato,Yala,2024,72.0,70.0,synthetic_proxy
Ampara,Tomato,Maha,2025,138.2,111.4,synthetic_proxy
Anuradhapura,Tomato,Maha,2025,128.2,143.4,synthetic_proxy
Badulla,Tomato,Maha,2025,325.9,340.1,synthetic_proxy
Batticaloa,Tomato,Maha,2025,60.9,55.6,synthetic_proxy
Colombo,Tomato,Maha,2025,303.2,292.9,synthetic_proxy
Galle,Tomato,Maha,2025,72.2,59.2,synthetic_proxy
Gampaha,Tomato,Maha,2025,121.4,106.4,synthetic_proxy
Hambantota,Tomato,Maha,2025,244.1,228.3,synthetic_proxy
Jaffna,Tomato,Maha,2025,98.9,113.5,synthetic_proxy
Kalutara,Tomato,Maha,2025,72.6,67.0,synthetic_proxy
Kandy,Tomato,Maha,2025,152.4,164.1,synthetic_proxy
Kegalle,Tomato,Maha,2025,78.4,73.4,synthetic_proxy
Kilinochchi,Tomato,Maha,2025,57.1,58.8,synthetic_proxy
Kurunegala,Tomato,Maha,2025,273.6,269.0,synthetic_proxy
Mannar,Tomato,Maha,2025,68.4,75.5,synthetic_proxy
Matale,Tomato,Maha,2025,180.6,169.0,synthetic_proxy
Matara,Tomato,Maha,2025,129.3,104.9,synthetic_proxy
Monaragala,Tomato,Maha,2025,124.7,104.0,synthetic_proxy
Mullaitivu,Tomato,Maha,2025,57.6,53.9,synthetic_proxy
Nuwara Eliya,Tomato,Maha,2025,207.9,176.7,synthetic_proxy
Polonnaruwa,Tomato,Maha,2025,70.4,73.8,synthetic_proxy
Puttalam,Tomato,Maha,2025,100.4,94.8,synthetic_proxy
Ratnapura,Tomato,Maha,2025,191.1,245.6,synthetic_proxy
Trincomalee,Tomato,Maha,2025,58.9,46.7,synthetic_proxy
Vavuniya,Tomato,Maha,2025,65.3,66.9,synthetic_proxy
Ampara,Tomato,Yala,2025,154.6,133.7,synthetic_proxy
Anuradhapura,Tomato,Yala,2025,143.4,134.9,synthetic_proxy
Badulla,Tomato,Yala,2025,364.4,370.6,synthetic_proxy
Batticaloa,Tomato,Yala,2025,68.1,49.1,synthetic_proxy
Colombo,Tomato,Yala,2025,339.0,348.7,synthetic_proxy
Galle,Tomato,Yala,2025,80.8,99.2,synthetic_proxy
Gampaha,Tomato,Yala,2025,135.7,128.3,synthetic_proxy
Hambantota,Tomato,Yala,2025,273.0,281.5,synthetic_proxy
Jaffna,Tomato,Yala,2025,110.6,124.2,synthetic_proxy
Kalutara,Tomato,Yala,2025,81.2,79.6,synthetic_proxy
Kandy,Tomato,Yala,2025,170.4,158.5,synthetic_proxy
Kegalle,Tomato,Yala,2025,87.7,63.8,synthetic_proxy
Kilinochchi,Tomato,Yala,2025,63.8,68.7,synthetic_proxy
Kurunegala,Tomato,Yala,2025,306.0,301.9,synthetic_proxy
Mannar,Tomato,Yala,2025,76.5,67.2,synthetic_proxy
Matale,Tomato,Yala,2025,201.9,205.0,synthetic_proxy
Matara,Tomato,Yala,2025,144.6,134.5,synthetic_proxy
Monaragala,Tomato,Yala,2025,139.5,130.6,synthetic_proxy
Mullaitivu,Tomato,Yala,2025,64.4,69.1,synthetic_proxy
Nuwara Eliya,Tomato,Yala,2025,232.5,195.1,synthetic_proxy
Polonnaruwa,Tomato,Yala,2025,78.7,88.6,synthetic_proxy
Puttalam,Tomato,Yala,2025,112.3,93.4,synthetic_proxy
Ratnapura,Tomato,Yala,2025,213.7,196.7,synthetic_proxy
Trincomalee,Tomato,Yala,2025,65.9,81.1,synthetic_proxy
Vavuniya,Tomato,Yala,2025,73.0,82.9,synthetic_proxy
Ampara,Cabbage,Maha,2014,91.0,92.0,synthetic_proxy
Anuradhapura,Cabbage,Maha,2014,84.2,74.7,synthetic_proxy
Badulla,Cabbage,Maha,2014,214.6,200.9,synthetic_proxy
Batticaloa,Cabbage,Maha,2014,39.9,40.3,synthetic_proxy
Colombo,Cabbage,Maha,2014,199.5,200.4,synthetic_proxy
Galle,Cabbage,Maha,2014,47.4,46.8,synthetic_proxy
Gampaha,Cabbage,Maha,2014,79.9,79.6,synthetic_proxy
Hambantota,Cabbage,Maha,2014,141.1,137.5,synthetic_proxy
Jaffna,Cabbage,Maha,2014,64.7,53.5,synthetic_proxy
Kalutara,Cabbage,Maha,2014,47.8,44.8,synthetic_proxy
Kandy,Cabbage,Maha,2014,100.3,111.3,synthetic_proxy
Kegalle,Cabbage,Maha,2014,51.8,43.3,synthetic_proxy
Kilinochchi,Cabbage,Maha,2014,37.5,36.6,synthetic_proxy
Kurunegala,Cabbage,Maha,2014,180.0,162.3,synthetic_proxy
Mannar,Cabbage,Maha,2014,44.9,45.5,synthetic_proxy
Matale,Cabbage,Maha,2014,118.8,113.3,synthetic_proxy
Matara,Cabbage,Maha,2014,68.4,80.6,synthetic_proxy
Monaragala,Cabbage,Maha,2014,81.6,86.6,synthetic_proxy
Mullaitivu,Cabbage,Maha,2014,38.6,32.5,synthetic_proxy
Nuwara Eliya,Cabbage,Maha,2014,136.9,148.0,synthetic_proxy
Polonnaruwa,Cabbage,Maha,2014,45.6,41.3,synthetic_proxy
Puttalam,Cabbage,Maha,2014,77.0,71.7,synthetic_proxy
Ratnapura,Cabbage,Maha,2014,125.6,130.3,synthetic_proxy
Trincomalee,Cabbage,Maha,2014,39.8,37.5,synthetic_proxy
Vavuniya,Cabbage,Maha,2014,43.3,47.9,synthetic_proxy
Ampara,Cabbage,Maha,2015,70.7,64.1,synthetic_proxy
Anuradhapura,Cabbage,Maha,2015,65.4,60.6,synthetic_proxy
Badulla,Cabbage,Maha,2015,166.8,153.7,synthetic_proxy
Batticaloa,Cabbage,Maha,2015,31.0,28.9,synthetic_proxy
Colombo,Cabbage,Maha,2015,155.1,175.5,synthetic_proxy
Galle,Cabbage,Maha,2015,36.8,39.6,synthetic_proxy
Gampaha,Cabbage,Maha,2015,62.1,74.9,synthetic_proxy
Hambantota,Cabbage,Maha,2015,109.7,139.5,synthetic_proxy
Jaffna,Cabbage,Maha,2015,50.3,44.1,synthetic_proxy
Kalutara,Cabbage,Maha,2015,37.1,37.4,synthetic_proxy
Kandy,Cabbage,Maha,2015,77.9,66.9,synthetic_proxy
Kegalle,Cabbage,Maha,2015,40.2,36.5,synthetic_proxy
Kilinochchi,Cabbage,Maha,2015,29.1,26.9,synthetic_proxy
Kurunegala,Cabbage,Maha,2015,140.0,122.2,synthetic_proxy
Mannar,Cabbage,Maha,2015,34.9,30.5,synthetic_proxy
Matale,Cabbage,Maha,2015,92.4,90.8,synthetic_proxy
Matara,Cabbage,Maha,2015,53.2,45.4,synthetic_proxy
Monaragala,Cabbage,Maha,2015,63.5,69.9,synthetic_proxy
Mullaitivu,Cabbage,Maha,2015,30.0,26.7,synthetic_proxy
Nuwara Eliya,Cabbage,Maha,2015,106.4,142.3,synthetic_proxy
Polonnaruwa,Cabbage,Maha,2015,35.4,33.5,synthetic_proxy
Puttalam,Cabbage,Maha,2015,59.9,60.4,synthetic_proxy
Ratnapura,Cabbage,Maha,2015,97.6,82.4,synthetic_proxy
Trincomalee,Cabbage,Maha,2015,31.0,37.3,synthetic_proxy
Vavuniya,Cabbage,Maha,2015,33.6,38.2,synthetic_proxy
Ampara,Cabbage,Yala,2015,74.5,77.2,synthetic_proxy
Anuradhapura,Cabbage,Yala,2015,69.0,57.8,synthetic_proxy
Badulla,Cabbage,Yala,2015,175.9,180.3,synthetic_proxy
Batticaloa,Cabbage,Yala,2015,32.7,28.3,synthetic_proxy
Colombo,Cabbage,Yala,2015,163.5,192.2,synthetic_proxy
Galle,Cabbage,Yala,2015,38.8,42.6,synthetic_proxy
Gampaha,Cabbage,Yala,2015,65.5,66.3,synthetic_proxy
Hambantota,Cabbage,Yala,2015,115.6,81.8,synthetic_proxy
Jaffna,Cabbage,Yala,2015,53.0,46.7,synthetic_proxy
Kalutara,Cabbage,Yala,2015,39.1,42.4,synthetic_proxy
Kandy,Cabbage,Yala,2015,82.2,94.1,synthetic_proxy
Kegalle,Cabbage,Yala,2015,42.4,48.1,synthetic_proxy
Kilinochchi,Cabbage,Yala,2015,30.7,24.8,synthetic_proxy
Kurunegala,Cabbage,Yala,2015,147.5,152.9,synthetic_proxy
Mannar,Cabbage,Yala,2015,36.8,41.3,synthetic_proxy
Matale,Cabbage,Yala,2015,97.4,78.0,synthetic_proxy
Matara,Cabbage,Yala,2015,56.1,56.0,synthetic_proxy
Monaragala,Cabbage,Yala,2015,66.9,69.1,synthetic_proxy
Mullaitivu,Cabbage,Yala,2015,31.7,30.5,synthetic_proxy
Nuwara Eliya,Cabbage,Yala,2015,112.2,87.3,synthetic_proxy
Polonnaruwa,Cabbage,Yala,2015,37.3,35.9,synthetic_proxy
Puttalam,Cabbage,Yala,2015,63.1,60.6,synthetic_proxy
Ratnapura,Cabbage,Yala,2015,102.9,101.1,synthetic_proxy
Trincomalee,Cabbage,Yala,2015,32.7,30.4,synthetic_proxy
Vavuniya,Cabbage,Yala,2015,35.5,33.6,synthetic_proxy
Ampara,Cabbage,Maha,2016,61.1,60.8,synthetic_proxy
Anuradhapura,Cabbage,Maha,2016,56.5,59.5,synthetic_proxy
Badulla,Cabbage,Maha,2016,144.1,138.8,synthetic_proxy
Batticaloa,Cabbage,Maha,2016,26.8,25.5,synthetic_proxy
Colombo,Cabbage,Maha,2016,133.9,135.4,synthetic_proxy
Galle,Cabbage,Maha,2016,31.8,24.5,synthetic_proxy
Gampaha,Cabbage,Maha,2016,53.7,56.7,synthetic_proxy
Hambantota,Cabbage,Maha,2016,94.7,94.7,synthetic_proxy
Jaffna,Cabbage,Maha,2016,43.4,43.6,synthetic_proxy
Kalutara,Cabbage,Maha,2016,32.1,35.8,synthetic_proxy
Kandy,Cabbage,Maha,2016,67.3,51.5,synthetic_proxy
Kegalle,Cabbage,Maha,2016,34.8,26.5,synthetic_proxy
Kilinochchi,Cabbage,Maha,2016,25.2,26.0,synthetic_proxy
Kurunegala,Cabbage,Maha,2016,120.9,120.8,synthetic_proxy
Mannar,Cabbage,Maha,2016,30.2,30.8,synthetic_proxy
Matale,Cabbage,Maha,2016,79.8,75.3,synthetic_proxy
Matara,Cabbage,Maha,2016,45.9,49.6,synthetic_proxy
Monaragala,Cabbage,Maha,2016,54.8,61.0,synthetic_proxy
Mullaitivu,Cabbage,Maha,2016,25.9,27.4,synthetic_proxy
Nuwara Eliya,Cabbage,Maha,2016,91.9,89.1,synthetic_proxy
Polonnaruwa,Cabbage,Maha,2016,30.6,22.9,synthetic_proxy
Puttalam,Cabbage,Maha,2016,51.7,56.5,synthetic_proxy
Ratnapura,Cabbage,Maha,2016,84.3,96.7,synthetic_proxy
Trincomalee,Cabbage,Maha,2016,26.8,28.8,synthetic_proxy
Vavuniya,Cabbage,Maha,2016,29.1,26.0,synthetic_proxy
Ampara,Cabbage,Yala,2016,55.9,60.4,synthetic_proxy
Anuradhapura,Cabbage,Yala,2016,51.7,57.0,synthetic_proxy
Badulla,Cabbage,Yala,2016,131.8,156.4,synthetic_proxy
Batticaloa,Cabbage,Yala,2016,24.5,21.9,synthetic_proxy
Colombo,Cabbage,Yala,2016,122.5,119.2,synthetic_proxy
Galle,Cabbage,Yala,2016,29.1,31.7,synthetic_proxy
Gampaha,Cabbage,Yala,2016,49.1,49.4,synthetic_proxy
Hambantota,Cabbage,Yala,2016,86.7,75.0,synthetic_proxy
Jaffna,Cabbage,Yala,2016,39.7,41.7,synthetic_proxy
Kalutara,Cabbage,Yala,2016,29.3,31.4,synthetic_proxy
Kandy,Cabbage,Yala,2016,61.6,62.2,synthetic_proxy
Kegalle,Cabbage,Yala,2016,31.8,32.6,synthetic_proxy
Kilinochchi,Cabbage,Yala,2016,23.0,22.3,synthetic_proxy
Kurunegala,Cabbage,Yala,2016,110.6,130.2,synthetic_proxy
Mannar,Cabbage,Yala,2016,27.6,24.6,synthetic_proxy
Matale,Cabbage,Yala,2016,73.0,67.8,synthetic_proxy
Matara,Cabbage,Yala,2016,42.0,42.1,synthetic_proxy
Monaragala,Cabbage,Yala,2016,50.1,55.4,synthetic_proxy
Mullaitivu,Cabbage,Yala,2016,23.7,19.5,synthetic_proxy
Nuwara Eliya,Cabbage,Yala,2016,84.1,70.9,synthetic_proxy
Polonnaruwa,Cabbage,Yala,2016,28.0,21.1,synthetic_proxy
Puttalam,Cabbage,Yala,2016,47.3,47.5,synthetic_proxy
Ratnapura,Cabbage,Yala,2016,77.1,66.8,synthetic_proxy
Trincomalee,Cabbage,Yala,2016,24.5,23.3,synthetic_proxy
Vavuniya,Cabbage,Yala,2016,26.6,28.7,synthetic_proxy
Ampara,Cabbage,Maha,2017,73.8,68.1,synthetic_proxy
Anuradhapura,Cabbage,Maha,2017,68.3,70.2,synthetic_proxy
Badulla,Cabbage,Maha,2017,174.1,167.9,synthetic_proxy
Batticaloa,Cabbage,Maha,2017,32.4,35.0,synthetic_proxy
Colombo,Cabbage,Maha,2017,161.9,171.1,synthetic_proxy
Galle,Cabbage,Maha,2017,38.4,35.2,synthetic_proxy
Gampaha,Cabbage,Maha,2017,64.9,63.6,synthetic_proxy
Hambantota,Cabbage,Maha,2017,114.5,128.8,synthetic_proxy
Jaffna,Cabbage,Maha,2017,52.5,55.0,synthetic_proxy
Kalutara,Cabbage,Maha,2017,38.8,32.3,synthetic_proxy
Kandy,Cabbage,Maha,2017,81.4,87.8,synthetic_proxy
Kegalle,Cabbage,Maha,2017,42.0,36.5,synthetic_proxy
Kilinochchi,Cabbage,Maha,2017,30.4,35.6,synthetic_proxy
Kurunegala,Cabbage,Maha,2017,146.1,164.1,synthetic_proxy
Mannar,Cabbage,Maha,2017,36.4,37.7,synthetic_proxy
Matale,Cabbage,Maha,2017,96.4,98.2,synthetic_proxy
Matara,Cabbage,Maha,2017,55.5,54.1,synthetic_proxy
Monaragala,Cabbage,Maha,2017,66.3,71.7,synthetic_proxy
Mullaitivu,Cabbage,Maha,2017,31.3,29.9,synthetic_proxy
Nuwara Eliya,Cabbage,Maha,2017,111.1,114.3,synthetic_proxy
Polonnaruwa,Cabbage,Maha,2017,37.0,40.8,synthetic_proxy
Puttalam,Cabbage,Maha,2017,62.5,58.3,synthetic_proxy
Ratnapura,Cabbage,Maha,2017,101.9,94.4,synthetic_proxy
Trincomalee,Cabbage,Maha,2017,32.3,27.7,synthetic_proxy
Vavuniya,Cabbage,Maha,2017,35.1,30.6,synthetic_proxy
Ampara,Cabbage,Yala,2017,70.0,54.6,synthetic_proxy
Anuradhapura,Cabbage,Yala,2017,64.8,70.4,synthetic_proxy
Badulla,Cabbage,Yala,2017,165.1,200.9,synthetic_proxy
Batticaloa,Cabbage,Yala,2017,30.7,36.0,synthetic_proxy
Colombo,Cabbage,Yala,2017,153.4,123.5,synthetic_proxy
Galle,Cabbage,Yala,2017,36.4,39.6,synthetic_proxy
Gampaha,Cabbage,Yala,2017,61.5,72.0,synthetic_proxy
Hambantota,Cabbage,Yala,2017,108.5,102.6,synthetic_proxy
Jaffna,Cabbage,Yala,2017,49.7,50.3,synthetic_proxy
Kalutara,Cabbage,Yala,2017,36.7,27.9,synthetic_proxy
Kandy,Cabbage,Yala,2017,77.1,79.6,synthetic_proxy
Kegalle,Cabbage,Yala,2017,39.8,34.7,synthetic_proxy
Kilinochchi,Cabbage,Yala,2017,28.8,29.5,synthetic_proxy
Kurunegala,Cabbage,Yala,2017,138.5,112.5,synthetic_proxy
Mannar,Cabbage,Yala,2017,34.5,36.8,synthetic_proxy
Matale,Cabbage,Yala,2017,91.4,102.6,synthetic_proxy
Matara,Cabbage,Yala,2017,52.6,47.7,synthetic_proxy
Monaragala,Cabbage,Yala,2017,62.8,54.2,synthetic_proxy
Mullaitivu,Cabbage,Yala,2017,29.7,22.0,synthetic_proxy
Nuwara Eliya,Cabbage,Yala,2017,105.3,102.0,synthetic_proxy
Polonnaruwa,Cabbage,Yala,2017,35.0,32.6,synthetic_proxy
Puttalam,Cabbage,Yala,2017,59.2,48.2,synthetic_proxy
Ratnapura,Cabbage,Yala,2017,96.6,101.8,synthetic_proxy
Trincomalee,Cabbage,Yala,2017,30.6,29.0,synthetic_proxy
Vavuniya,Cabbage,Yala,2017,33.3,29.0,synthetic_proxy
Ampara,Cabbage,Maha,2018,75.2,70.2,synthetic_proxy
Anuradhapura,Cabbage,Maha,2018,69.6,78.6,synthetic_proxy
Badulla,Cabbage,Maha,2018,177.5,190.3,synthetic_proxy
Batticaloa,Cabbage,Maha,2018,33.0,32.5,synthetic_proxy
Colombo,Cabbage,Maha,2018,165.0,177.3,synthetic_proxy
Galle,Cabbage,Maha,2018,39.2,33.7,synthetic_proxy
Gampaha,Cabbage,Maha,2018,66.1,66.4,synthetic_proxy
Hambantota,Cabbage,Maha,2018,116.7,118.8,synthetic_proxy
Jaffna,Cabbage,Maha,2018,53.5,50.5,synthetic_proxy
Kalutara,Cabbage,Maha,2018,39.5,41.6,synthetic_proxy
Kandy,Cabbage,Maha,2018,82.9,75.2,synthetic_proxy
Kegalle,Cabbage,Maha,2018,42.8,45.4,synthetic_proxy
Kilinochchi,Cabbage,Maha,2018,31.0,33.1,synthetic_proxy
Kurunegala,Cabbage,Maha,2018,148.9,96.8,synthetic_proxy
Mannar,Cabbage,Maha,2018,37.1,42.5,synthetic_proxy
Matale,Cabbage,Maha,2018,98.3,62.3,synthetic_proxy
Matara,Cabbage,Maha,2018,56.6,52.4,synthetic_proxy
Monaragala,Cabbage,Maha,2018,67.5,75.9,synthetic_proxy
Mullaitivu,Cabbage,Maha,2018,31.9,30.7,synthetic_proxy
Nuwara Eliya,Cabbage,Maha,2018,113.3,93.3,synthetic_proxy
Polonnaruwa,Cabbage,Maha,2018,37.7,32.7,synthetic_proxy
Puttalam,Cabbage,Maha,2018,63.7,71.5,synthetic_proxy
Ratnapura,Cabbage,Maha,2018,103.9,79.9,synthetic_proxy
Trincomalee,Cabbage,Maha,2018,33.0,37.4,synthetic_proxy
Vavuniya,Cabbage,Maha,2018,35.8,35.6,synthetic_proxy
Ampara,Cabbage,Yala,2018,68.8,59.0,synthetic_proxy
Anuradhapura,Cabbage,Yala,2018,63.7,59.2,synthetic_proxy
Badulla,Cabbage,Yala,2018,162.4,142.5,synthetic_proxy
Batticaloa,Cabbage,Yala,2018,30.2,33.4,synthetic_proxy
Colombo,Cabbage,Yala,2018,150.9,164.2,synthetic_proxy
Galle,Cabbage,Yala,2018,35.8,28.4,synthetic_proxy
Gampaha,Cabbage,Yala,2018,60.5,57.6,synthetic_proxy
Hambantota,Cabbage,Yala,2018,106.8,95.7,synthetic_proxy
Jaffna,Cabbage,Yala,2018,48.9,56.5,synthetic_proxy
Kalutara,Cabbage,Yala,2018,36.1,30.3,synthetic_proxy
Kandy,Cabbage,Yala,2018,75.9,90.5,synthetic_proxy
Kegalle,Cabbage,Yala,2018,39.2,39.0,synthetic_proxy
Kilinochchi,Cabbage,Yala,2018,28.4,24.4,synthetic_proxy
Kurunegala,Cabbage,Yala,2018,136.2,125.2,synthetic_proxy
Mannar,Cabbage,Yala,2018,34.0,30.7,synthetic_proxy
Matale,Cabbage,Yala,2018,89.9,76.1,synthetic_proxy
Matara,Cabbage,Yala,2018,51.8,52.4,synthetic_proxy
Monaragala,Cabbage,Yala,2018,61.8,52.7,synthetic_proxy
Mullaitivu,Cabbage,Yala,2018,29.2,21.6,synthetic_proxy
Nuwara Eliya,Cabbage,Yala,2018,103.6,98.9,synthetic_proxy
Polonnaruwa,Cabbage,Yala,2018,34.5,27.0,synthetic_proxy
Puttalam,Cabbage,Yala,2018,58.3,53.0,synthetic_proxy
Ratnapura,Cabbage,Yala,2018,95.0,84.7,synthetic_proxy
Trincomalee,Cabbage,Yala,2018,30.1,27.0,synthetic_proxy
Vavuniya,Cabbage,Yala,2018,32.7,40.6,synthetic_proxy
Ampara,Cabbage,Maha,2019,74.3,74.8,synthetic_proxy
Anuradhapura,Cabbage,Maha,2019,68.8,70.8,synthetic_proxy
Badulla,Cabbage,Maha,2019,175.2,137.9,synthetic_proxy
Batticaloa,Cabbage,Maha,2019,32.6,30.0,synthetic_proxy
Colombo,Cabbage,Maha,2019,162.9,167.1,synthetic_proxy
Galle,Cabbage,Maha,2019,38.7,33.9,synthetic_proxy
Gampaha,Cabbage,Maha,2019,65.3,72.4,synthetic_proxy
Hambantota,Cabbage,Maha,2019,115.2,98.6,synthetic_proxy
Jaffna,Cabbage,Maha,2019,52.8,51.0,synthetic_proxy
Kalutara,Cabbage,Maha,2019,39.0,36.3,synthetic_proxy
Kandy,Cabbage,Maha,2019,81.9,83.5,synthetic_proxy
Kegalle,Cabbage,Maha,2019,42.3,39.0,synthetic_proxy
Kilinochchi,Cabbage,Maha,2019,30.6,29.6,synthetic_proxy
Kurunegala,Cabbage,Maha,2019,147.0,142.9,synthetic_proxy
Mannar,Cabbage,Maha,2019,36.7,33.4,synthetic_proxy
Matale,Cabbage,Maha,2019,97.0,102.7,synthetic_proxy
Matara,Cabbage,Maha,2019,55.9,57.5,synthetic_proxy
Monaragala,Cabbage,Maha,2019,66.7,66.0,synthetic_proxy
Mullaitivu,Cabbage,Maha,2019,31.5,29.9,synthetic_proxy
Nuwara Eliya,Cabbage,Maha,2019,111.8,122.5,synthetic_proxy
Polonnaruwa,Cabbage,Maha,2019,37.2,36.2,synthetic_proxy
Puttalam,Cabbage,Maha,2019,62.9,60.6,synthetic_proxy
Ratnapura,Cabbage,Maha,2019,102.6,103.8,synthetic_proxy
Trincomalee,Cabbage,Maha,2019,32.5,39.2,synthetic_proxy
Vavuniya,Cabbage,Maha,2019,35.3,29.7,synthetic_proxy
Ampara,Cabbage,Yala,2019,82.3,89.9,synthetic_proxy
Anuradhapura,Cabbage,Yala,2019,76.2,58.9,synthetic_proxy
Badulla,Cabbage,Yala,2019,194.2,199.2,synthetic_proxy
Batticaloa,Cabbage,Yala,2019,36.1,43.0,synthetic_proxy
Colombo,Cabbage,Yala,2019,180.5,191.1,synthetic_proxy
Galle,Cabbage,Yala,2019,42.9,43.7,synthetic_proxy
Gampaha,Cabbage,Yala,2019,72.3,67.5,synthetic_proxy
Hambantota,Cabbage,Yala,2019,127.7,128.2,synthetic_proxy
Jaffna,Cabbage,Yala,2019,58.5,56.8,synthetic_proxy
Kalutara,Cabbage,Yala,2019,43.2,39.1,synthetic_proxy
Kandy,Cabbage,Yala,2019,90.7,87.6,synthetic_proxy
